activityID,startTime,sourceLocation,activeRegionNum,note,link,analysis_speed,analysis_type,analysis_latitude,analysis_longitude,analysis_halfAngle,analysis_isMostAccurate,analysis_note,kp_max_h72,label_storm,log_speed,is_fast_cme,abs_latitude,start_hour,start_dow,omni_w24_72_mean_Bmag,omni_w24_72_min_Bmag,omni_w24_72_max_Bmag,omni_w24_72_std_Bmag,omni_w24_72_mean_By_gsm,omni_w24_72_min_By_gsm,omni_w24_72_max_By_gsm,omni_w24_72_std_By_gsm,omni_w24_72_mean_Bz_gsm,omni_w24_72_min_Bz_gsm,omni_w24_72_max_Bz_gsm,omni_w24_72_std_Bz_gsm,omni_w24_72_mean_V,omni_w24_72_min_V,omni_w24_72_max_V,omni_w24_72_std_V,omni_w24_72_mean_Np,omni_w24_72_min_Np,omni_w24_72_max_Np,omni_w24_72_std_Np,omni_w24_72_mean_T,omni_w24_72_min_T,omni_w24_72_max_T,omni_w24_72_std_T,omni_w24_72_mean_Pdyn,omni_w24_72_min_Pdyn,omni_w24_72_max_Pdyn,omni_w24_72_std_Pdyn,omni_w24_72_mean_Efield,omni_w24_72_min_Efield,omni_w24_72_max_Efield,omni_w24_72_std_Efield,omni_w24_72_mean_beta,omni_w24_72_min_beta,omni_w24_72_max_beta,omni_w24_72_std_beta,omni_w24_72_mean_MachA,omni_w24_72_min_MachA,omni_w24_72_max_MachA,omni_w24_72_std_MachA,omni_w24_72_mean_AE,omni_w24_72_min_AE,omni_w24_72_max_AE,omni_w24_72_std_AE,omni_w24_72_mean_SYM_H,omni_w24_72_min_SYM_H,omni_w24_72_max_SYM_H,omni_w24_72_std_SYM_H
2015-01-11T16:48:00-CME-001,2015-01-11 16:48:00+00:00,,,"No clear source, CME was faint and high-latitude.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/7570/-1,250.0,S,72.0,-90.0,15.0,1.0,,2.667,0,5.5254529391317835,0,72.0,16,6,6.401485355648536,3.24,7.48,0.5235369040983711,2.554058577405858,-4.39,7.0,2.586165772418007,-0.3774267782426778,-6.32,6.57,2.661491675583308,411.4781954887218,370.7,466.7,21.97001717999106,5.104586466165413,3.51,6.58,0.5711196995335404,92882.31658291457,32008.0,176100.0,31173.29855854812,1.7434085213032582,1.05,2.59,0.3312260372418453,0.44312342569269525,-2.92,3.02,0.9177635819331542,1.1792676767676766,0.46,7.41,0.45242134096800674,315.76701388888887,5.0,999.9,459.3807064522057,128.92881944444446,18.0,595.0,104.86249330801245,-22.43923611111111,-35.0,-13.0,4.993376387756795
2015-01-11T21:46:00-CME-001,2015-01-11 21:46:00+00:00,,,High-latitude CME with no clear source region.  This CME is similar to the 2015-01-11T16:48Z CME.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/7563/-1,480.0,S,73.0,-90.0,15.0,1.0,,2.667,0,6.175867270105761,0,73.0,21,6,6.5012581344902385,3.24,7.48,0.5444220607407902,2.9944468546637744,-4.39,7.0,2.657438536396351,-0.1696095444685466,-6.32,6.57,2.7668150204352053,408.4570291777188,370.7,458.2,21.76369740786748,5.082864721485411,3.51,6.58,0.587093515569139,86387.66843501326,32008.0,163228.0,28559.53332922131,1.7111936339522547,1.05,2.59,0.33381948005548334,0.37820855614973264,-2.92,3.02,0.9654370595034257,1.1094385026737967,0.46,7.41,0.45134849077162337,355.28975694444443,5.0,999.9,473.7377175730573,125.01041666666667,18.0,595.0,107.7143046176822,-21.182291666666668,-32.0,-11.0,4.196116627104624
2015-01-11T23:12:00-CME-001,2015-01-11 23:12:00+00:00,,,"There was a flare from AR2260 (N10W28) around 22:15UT, didn't appear to have a CME but there was a large wave transient launched towards the NE at the right time.  However, it's tough to tell for sure. This CME looks very similar to the 16:48Z and 21:46Z CMEs, so they might have similar sources.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/7568/-1,690.0,C,74.0,-90.0,17.0,1.0,,2.667,0,6.53813982376767,0,74.0,23,6,6.499739696312365,3.24,7.48,0.5427038612806543,3.1433188720173533,-4.39,7.0,2.5659993685681224,0.05668112798264638,-6.32,6.9,2.92021023450743,408.5683510638298,370.7,458.2,21.83280601657985,5.134042553191489,3.51,6.58,0.5995580271970845,85384.54521276595,32008.0,163228.0,28203.638142186595,1.7286436170212767,1.05,2.59,0.33291990061456983,0.28147849462365593,-2.92,3.02,1.063321392593096,1.1163978494623656,0.46,7.41,0.4509570859058637,358.76145833333334,5.0,999.9,474.78429748627946,123.359375,18.0,595.0,108.56430993321904,-20.86284722222222,-32.0,-11.0,4.4868954503325025
2015-01-12T01:25:00-CME-001,2015-01-12 01:25:00+00:00,,,No clear source - could be associated with the flare and maybe eruption starting around 23:15UT from AR 2206 (located at N10W28).,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/7572/-1,390.0,S,15.0,90.0,21.0,1.0,,2.667,0,5.968707559985366,0,15.0,1,0,6.512640692640693,3.24,7.48,0.5412931013301132,3.267987012987013,-4.39,7.0,2.431099651388822,0.3345454545454545,-6.32,6.9,3.117875724882676,408.1307486631016,370.7,458.2,21.66596288116099,5.191524064171123,3.51,6.58,0.5988358387073881,82148.35026737968,32008.0,163228.0,25274.72784109621,1.7428342245989306,1.05,2.59,0.3244237825750982,0.16205405405405407,-2.92,3.02,1.1872050289911777,1.1074324324324325,0.46,7.41,0.44879616998296745,363.3214904679376,5.0,999.9,476.1426626240733,121.89254766031196,18.0,595.0,109.4105946821029,-20.51646447140381,-32.0,-9.0,4.848143454187101
2015-01-12T13:36:00-CME-001,2015-01-12 13:36:00+00:00,,,"Another north pole CME similar to the 2015-01-11T16:48Z, 21:46Z and 23:12Z CMEs.  No clear source region again.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/7574/-1,510.0,C,81.0,-90.0,14.0,1.0,,3.0,0,6.236369590203704,0,81.0,13,0,6.55030303030303,4.99,7.48,0.497514944794473,3.004978354978355,-4.24,6.91,2.3932079893003393,0.3012337662337662,-6.66,6.9,3.2238727338757975,401.36424731182797,366.1,458.2,18.718293226551957,5.089516129032258,3.28,6.54,0.6278678566695216,84365.68548387097,32008.0,172756.0,28833.134022224378,1.6503494623655917,0.99,2.59,0.2999106254409789,0.16592391304347825,-2.84,2.88,1.232443761250613,1.0689673913043478,0.46,2.33,0.2903193875075516,365.50624999999997,5.0,999.9,476.94384547006246,120.06770833333333,21.0,595.0,104.16978628141142,-18.53472222222222,-32.0,-3.0,6.455954609725777
2015-01-12T15:36:00-CME-001,2015-01-12 15:36:00+00:00,S10E40,12261.0,"Two-ribbon flare, dimming and prominence eruption from AR 2261 viewed in AIA 193A images starting around 15:10 UT.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/7576/-1,880.0,C,3.0,-45.0,27.0,1.0,,3.0,0,6.78105762593618,0,3.0,15,0,6.599623893805309,4.99,7.54,0.4855920482310149,3.0234292035398234,-4.24,6.91,2.4234518754816388,0.20331858407079642,-6.78,6.9,3.283362195308924,400.39759999999995,366.1,453.8,17.21919764603837,5.055813333333333,3.28,6.54,0.62468066921339,83289.71466666667,32008.0,172756.0,28847.813993690837,1.629626666666667,0.99,2.5,0.27861633229626404,0.15916442048517523,-2.84,2.88,1.2878145898031437,1.039541778975741,0.45,2.33,0.2733885503591092,360.2722222222222,4.7,999.9,475.46417155216216,123.40625,21.0,677.0,110.66642301601567,-18.36111111111111,-32.0,-3.0,6.321657121786352
2015-01-12T16:57:00-CME-001,2015-01-12 16:57:00+00:00,S15W55,12255.0,There are two possible source regions: C7.0 flare + dimming from AR 2255  from 13:55 UT - 15:40 UT in the AIA 193Å images.  There was also a flare and possible CME from an AR SE of disk center in the STEREO-A EUVI 195 images from 15:39 - 16:09 UT.   The measurements are based on the assumption that the first source region is correct.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/7578/-1,350.0,S,13.0,55.0,27.0,1.0,,3.0,0,5.860786223465865,0,13.0,16,0,6.653614190687361,4.99,7.54,0.4722682185156126,3.0668292682926825,-4.24,6.91,2.3606350219787453,0.27913525498891345,-6.78,6.9,3.2834485017654838,398.244502617801,363.2,440.6,16.37303550867455,4.99023560209424,3.28,6.54,0.650224445332846,81669.04712041885,32008.0,172756.0,29221.890543477035,1.591675392670157,0.93,2.47,0.2756151033706202,0.10137931034482763,-2.84,2.88,1.2950377469162766,1.0045358090185676,0.45,2.33,0.2673484288428059,349.84027777777777,4.7,999.9,472.2909071556082,122.82291666666667,21.0,677.0,110.68458013825568,-18.229166666666668,-32.0,-3.0,6.275745584302226
2015-01-13T05:24:00-CME-001,2015-01-13 05:24:00+00:00,N07W70,12257.0,The source is opening field lines above the flaring active region.  CME was very narrow.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/7590/-1,560.0,C,25.0,70.0,7.0,1.0,,3.0,0,6.329720905522696,0,25.0,5,1,7.091278825995807,5.7,10.0,0.669337918618159,3.364402515723271,-6.83,9.07,2.7542715271209146,0.9079874213836479,-7.26,6.91,3.7380223439496634,395.4355555555556,363.2,440.6,15.413047863561719,5.016864197530864,3.26,8.02,0.8676295470651085,78062.22469135803,32008.0,172756.0,30309.30185079899,1.5806666666666667,0.93,2.97,0.34777429888213846,-0.23815,-2.84,3.02,1.5483426873596167,0.884825,0.32,2.33,0.26827964770925133,309.88263888888895,3.7,999.9,457.7062352902698,101.47222222222223,21.0,677.0,103.77581301673311,-14.678819444444445,-31.0,0.0,7.000196127860334
2015-01-13T13:25:00-CME-001,2015-01-13 13:25:00+00:00,,,"Another ragged CME similar to the 2015-01-11T16:48Z, 21:46Z, 23:12Z, and 2015-01-12T13:36:00 CMEs.   Source looks like it may be a brightening loop region close to the north pole.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/7594/-1,475.0,S,88.0,90.0,24.0,1.0,,3.0,0,6.16541785423142,0,88.0,13,1,7.220324543610547,5.7,10.0,0.5977906382730845,3.5419675456389452,-7.09,9.07,2.952154709180838,0.8363691683569979,-7.26,6.91,3.720090459109581,395.0454761904762,360.3,440.6,15.35659633394454,4.984595238095237,3.26,8.02,0.9115502639936254,84386.25476190477,32790.0,172756.0,28855.63667572225,1.568857142857143,0.93,2.97,0.36368632294409786,-0.2175961538461539,-2.84,3.02,1.5490352116424866,0.8755769230769231,0.32,2.33,0.2708997718539692,283.4247833622183,3.7,999.9,445.7259865324887,113.60311958405546,21.0,677.0,116.6836374794377,-13.592720970537261,-31.0,0.0,6.0094220400050276
2015-01-13T15:24:00-CME-001,2015-01-13 15:24:00+00:00,,,"A faint but distinct halo-like CME. No clear source region - the CME had the shape and projection of an eruption that was far out of the plane of the sky. The assumption is that the source was from the far side, but there were no STEREO EUVI images to confirm this.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/7592/-1,600.0,C,26.0,135.0,45.0,1.0,,3.0,0,6.398594934535208,0,26.0,15,1,7.231727078891257,5.7,10.0,0.6088184597934624,3.4693176972281448,-7.09,9.07,2.987699866778991,0.8389552238805971,-7.26,6.91,3.7534768496264457,395.601246882793,360.3,440.6,15.409909479486943,4.967281795511222,3.26,8.02,0.9201855732241423,86320.26184538653,36686.0,172756.0,28024.082505909457,1.568977556109726,0.93,2.97,0.37103239669403687,-0.2352141057934509,-2.84,3.02,1.5743631768423054,0.878816120906801,0.32,2.33,0.2743783611733381,314.953125,3.7,999.9,459.92669919897855,107.69791666666667,21.0,677.0,106.82521938034914,-13.23263888888889,-25.0,0.0,5.658822142130412
2015-01-13T18:00:00-CME-001,2015-01-13 18:00:00+00:00,,,"These are very very approximate parameters. Location is based on SDO EUV reconfiguration seen in the northeastern quadrant around the time of the CME. Speed based on STEREO CAT with plane of sky adjustment. SWPC_CAT was not useful at all for this event. Anyhow, the event will most likely not have any space weather consequences.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/7600/-1,300.0,S,45.0,-45.0,25.0,1.0,,3.0,0,5.707110264748875,0,45.0,18,1,7.223747228381375,5.7,10.0,0.6223889444638023,3.287649667405765,-7.09,9.07,3.0126927015668508,0.7136807095343681,-7.26,6.91,3.8088808844681536,394.6880710659898,344.9,440.6,17.23204531155008,4.953299492385787,3.26,8.02,0.93496859343531,87127.83502538071,39426.0,172756.0,27605.721421357488,1.5598730964467002,0.84,2.97,0.38398423473487786,-0.2163589743589744,-2.84,3.02,1.5899090683106325,0.882179487179487,0.32,2.33,0.2754392642619656,328.18682842287694,3.7,999.9,465.1283804067272,108.45233968804159,21.0,677.0,106.38163322651175,-13.123050259965337,-25.0,0.0,5.574493694559191
2015-01-14T16:36:00-CME-001,2015-01-14 16:36:00+00:00,,,Parameters are very rough since CME is very faint and difficult to measure.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/7605/-1,257.0,S,35.0,85.0,20.0,1.0,,3.0,0,5.552959584921617,0,35.0,16,2,6.766465116279069,5.17,10.0,1.0108154973650525,3.2106976744186047,-7.09,9.07,2.8634389759630565,0.06611627906976739,-7.26,6.91,3.645557415567626,371.6186351706037,326.5,439.8,22.724288212783712,4.9450393700787405,2.75,8.02,0.8869596605228892,58642.83727034121,24478.0,140805.0,28391.94782322298,1.3797900262467193,0.66,2.97,0.3639892098502384,0.038703703703703726,-2.78,3.02,1.4276640046215716,0.8893121693121694,0.32,1.55,0.25432357199028416,347.80486111111105,3.7,999.9,471.9523649721002,110.57638888888889,21.0,450.0,88.39727087456369,-13.994791666666666,-27.0,0.0,6.064895628481581
2015-01-15T04:24:00-CME-001,2015-01-15 04:24:00+00:00,,,CME associated with a filament eruption observed in SDO 304 around  04UT.  Parameters are very preliminary due to data gaps in SOHO LASCO imagery.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/7607/-1,193.0,S,44.0,-27.0,32.0,1.0,,3.0,0,5.267858159063328,0,44.0,4,3,6.004643678160918,4.4,7.94,0.8441267265677657,2.7682528735632186,-7.09,7.29,2.5228145531109285,-0.2997241379310345,-6.26,5.21,3.0148113175159,354.8501291989664,318.3,414.7,20.76461208331106,5.142532299741602,2.75,7.33,0.7197686937280189,48246.573643410855,19562.0,126929.0,26274.64669008931,1.297829457364341,0.66,2.41,0.23674677508826308,0.1882857142857143,-1.79,2.43,1.0889738629606787,1.1037922077922078,0.54,2.29,0.2965825409150801,336.1331597222222,4.6,999.9,467.52241801687916,110.36111111111111,13.0,450.0,87.73160705551454,-14.038194444444445,-27.0,-2.0,5.382772113777252
2015-01-15T15:36:00-CME-001,2015-01-15 15:36:00+00:00,N30E10,,CME associated with a NE eruption visible on SDO 304 and 193 around 15UT.  Loops seem like moving northward of the source region.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/7609/-1,363.0,S,43.0,-12.0,20.0,1.0,,3.0,0,5.8971538676367405,0,43.0,15,3,5.561705756929638,4.4,7.03,0.43015650296810465,2.9688486140724946,-2.35,5.97,1.5745604038445848,0.35315565031982943,-5.52,5.21,3.011961416926235,342.7771167048055,299.4,381.6,14.268532143692253,5.454027459954233,2.75,6.96,0.7064649347642408,34295.43935926774,19562.0,61890.0,8079.214892873212,1.2808009153318078,0.66,1.62,0.17126010087055277,-0.09110344827586206,-1.79,2.0,1.0446413566440387,1.2199080459770117,0.54,2.29,0.27411549005717506,250.2185763888889,4.6,999.9,426.8174981428128,82.49652777777777,13.0,322.0,63.87430681641098,-10.833333333333334,-27.0,3.0,6.741764523393626
2015-01-16T05:36:00-CME-001,2015-01-16 05:36:00+00:00,N09W81,,CME could be associated with an eruption visible near AR 2260 around 04:55Z.  CME is narrow and measurements are preliminary.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/7613/-1,271.0,S,62.0,78.0,20.0,1.0,,3.0,0,5.605802066295998,0,62.0,5,4,5.39435272045028,4.03,5.89,0.2501590551760927,2.9213696060037524,-1.89,5.53,1.4451852521770268,0.5055722326454033,-5.24,5.21,3.0045509416725067,330.22188139059307,299.4,375.8,16.49499867618804,5.78842535787321,2.75,7.13,0.641043193012685,33095.38445807771,19562.0,61890.0,7209.279833466215,1.2629038854805725,0.66,1.62,0.1680848242537447,-0.2001642710472279,-1.79,1.76,0.9816701885317614,1.3510882956878851,0.59,3.3,0.23498142354506174,160.73020833333334,5.1,999.9,358.74088987265344,79.10416666666667,13.0,462.0,65.52922574762601,-8.708333333333334,-27.0,3.0,5.5306908851125165
